question_id,question,reference_answer,baseline_answer,baseline_confidence,baseline_n_supported,baseline_n_sentences,baseline_sources,baseline_latency_sec,baseline_error,finetuned_answer,finetuned_confidence,finetuned_n_supported,finetuned_n_sentences,finetuned_sources,finetuned_latency_sec,finetuned_error
11,What is the primary purpose of the TLS handshake in TLS 1.3?,"The primary purpose of the TLS handshake in TLS 1.3 is to establish a secure connection between the client and server, including the selection of a cipher suite, the exchange of key shares, and the authentication of the handshake.","The TLS 1.3 handshake’s main job is to **establish a shared, authenticated session key**.  
During the handshake the client and server agree on a cipher suite, exchange Diffie‑Hellman key‑share values, authenticate the server’s certificate, and use the shared DH values to derive the symmetric keys that will encrypt and authenticate all subsequent application data.",65.55,2,2,doc17.txt; doc4.txt; doc45.txt,17.15,,,,,,,,skipped (model not loaded)
12,Why is TLS 1.3 considered more secure than TLS 1.2?,"TLS 1.3 is considered more secure than TLS 1.2 because it reduces the handshake from 2 round trips to 1 round trip, enabling 0-RTT resumption, and allows only five cipher suites that provide forward secrecy.","**TL;DR – TLS 1.3 is more secure than TLS 1.2 because it removes all legacy, weak, and optional components that can be mis‑configured, forces forward‑secrecy, and streamlines the handshake so there are fewer opportunities for an attacker to inject or downgrade the connection.**

---

### 1.  Simplified, faster handshake → fewer attack vectors  
| Feature | TLS 1.2 | TLS 1.3 |
|---------|---------|---------|
| Round‑trips | 2 (ClientHello → ServerHello → Certificate → Finished) | 1 (ClientHello → ServerHello + key share + cert + Finished) |
| 0‑RTT | Not available | Optional 0‑RTT resumption (with replay‑attack mitigation) |
| Complexity | Many optional extensions (e.g., renegotiation, session tickets, PSK) | Only the essential extensions remain |

*Fewer messages = fewer places for a MitM to tamper, downgrade, or inject malicious data.*

---

### 2.  Mandatory forward secrecy (PFS)  
* **TLS 1.2** can be configured to use static RSA or DHE key exchanges, which are *not* forward‑secrecy.  
* **TLS 1.3** only allows **ephemeral** Diffie‑Hellman (ECDHE or X25519) or the new **0‑RTT** key‑exchange, guaranteeing that compromise of the server’s long‑term key cannot decrypt past sessions.

---

### 3.  Strong, fixed cipher‑suite set  
* **TLS 1.2** supports dozens of cipher suites, many of which are weak or deprecated (RC4, 3DES, DES, export‑grade ciphers, NULL ciphers). Administrators must manually disable them.  
* **TLS 1.3** has **five** mandatory suites, all of which use authenticated AEAD (AES‑GCM, ChaCha20‑Poly1305) and SHA‑256/384. No legacy or weak algorithms are available.

---

### 4.  Reduced attack surface for protocol downgrade  
* TLS 1.2 is vulnerable to **TLS‑downgrade attacks** (e.g., POODLE, BEAST) because older protocol versions and cipher suites are still negotiated.  
* TLS 1.3 eliminates support for SSLv3, TLS 1.0, and TLS 1.1, and the handshake itself is designed to resist downgrade attempts (e.g., the “HelloRetryRequest” mechanism).

---

### 5.  Improved certificate handling  
* TLS 1.3 requires the server to send its certificate in the **ServerHello** message, so the client can start verifying the chain immediately.  
* The handshake is shorter, reducing the window in which a compromised or mis‑issued certificate could be accepted.  
* TLS 1.3 also encourages the use of **Certificate Transparency** and **pinning** by default, making it harder for attackers to inject rogue certificates.

---

### 6.  Better integration with modern web security practices  
* **HSTS** and **HSTS preloading** are more effective when the underlying TLS protocol is already hardened.  
* TLS 1.3’s streamlined handshake works seamlessly with HTTP/2 and HTTP/3, which rely on early data and multiplexing.

---

### 7.  Compliance and policy alignment  
* NIST SP 800‑52 Rev. 2 mandates **TLS 1.2** as the minimum for federal systems but strongly recommends **TLS 1.3** for new deployments.  
* Many security frameworks (e.g., OWASP, CIS Benchmarks) now list TLS 1.3 as the preferred configuration.

---

## Bottom line

TLS 1.3 is considered more secure because it **removes all optional, legacy, and weak components** that can be mis‑configured, **forces forward‑secrecy**, **reduces the handshake to a single round‑trip**, and **provides a minimal, well‑audited set of cipher suites**. These changes dramatically shrink the attack surface and make it far harder for an adversary to exploit protocol weaknesses.",49.85,16,20,doc17.txt; doc4.txt; doc45.txt,15.83,,,,,,,,skipped (model not loaded)
13,How does a client validate a server certificate in TLS?,"A client validates a server certificate by checking that the certificate chain leads to a trusted root CA, the certificate has not expired, the certificate has not been revoked, and the certificate's Subject Alternative Name (SAN) matches the hostname being accessed.","**Client‑side server‑certificate validation (TLS)**  

When a TLS client (browser, mail client, VPN, etc.) receives a server’s certificate chain during the handshake, it performs a series of checks to decide whether the server can be trusted. The process is defined by RFC 8446 (TLS 1.3) and RFC 5280 (X.509) and is implemented by all major TLS libraries.

| Step | What the client does | Why it matters |
|------|----------------------|----------------|
| **1. Chain construction** | The client collects the server’s leaf certificate and any intermediate certificates sent by the server. It then builds a chain up to a *trust anchor* (root CA) that is present in the client’s trust store. | A valid chain is required for the server to be recognized as belonging to a trusted authority. |
| **2. Signature verification** | For each certificate in the chain, the client verifies the digital signature using the public key of the issuer certificate. | Ensures the certificate was actually issued by the claimed CA and has not been tampered with. |
| **3. Trust‑anchor check** | The top‑level certificate must be a self‑signed root that the client explicitly trusts (e.g., built‑in OS/browser root store). | Prevents “rogue” or self‑signed certificates from being accepted. |
| **4. Validity period** | The client checks that the current time is between the certificate’s *Not‑Before* and *Not‑After* dates. | Guarantees the certificate is still within its intended lifetime. |
| **5. Revocation status** | The client queries the CA’s revocation mechanisms:<br>• **OCSP** – real‑time query for the specific serial number.<br>• **CRL** – download a list of revoked serial numbers.<br>• **OCSP stapling** – accept a signed OCSP response that the server included in the handshake. | Detects certificates that have been revoked before expiry (e.g., key compromise). |
| **6. Subject Alternative Name (SAN) match** | The client extracts the hostname it is connecting to (e.g., `www.example.com`) and verifies that this hostname appears in the SAN extension of the leaf certificate (or, in older implementations, in the Common Name). | Prevents “domain hijacking” where a certificate for a different domain is presented. |
| **7. Certificate Transparency (CT) check** *(optional but recommended)* | The client may verify that the certificate is logged in public CT logs (via the `CT` extension or by fetching the logs). | Helps detect mis‑issued or rogue certificates that were not properly logged. |
| **8. Pinning / pin‑policy enforcement** *(if configured)* | The client may compare the server’s certificate or public key hash against a hard‑coded pin (certificate pinning, public‑key pinning, or a pin‑set). | Provides protection against a compromised CA or a rogue root that would otherwise be trusted. |
| **9. Optional policy checks** | The client may enforce additional constraints such as key‑usage, extended‑key‑usage, or certificate policies. | Ensures the certificate is appropriate for the intended purpose (e.g., server authentication). |

If **any** of these checks fail, the client aborts the handshake and reports a certificate‑validation error (e.g., “certificate expired”, “untrusted root”, “hostname mismatch”). Modern browsers also display a warning page and may allow the user to proceed at their own risk.

---

### Key take‑aways

* The chain must lead to a trusted root CA in the client’s store.  
* The certificate must be within its validity period and not revoked.  
* The hostname being accessed must be listed in the SAN.  
* Optional mechanisms (OCSP stapling, CT logs, pinning) add extra assurance and mitigate specific attack vectors.  

These steps collectively protect the client from man‑in‑the‑middle attacks, rogue certificates, and other TLS‑related threats.",32.42,11,29,doc17.txt; doc36.txt; doc08.txt,25.87,,,,,,,,skipped (model not loaded)
14,What is the main difference between a self-signed certificate and a CA-issued certificate?,"The main difference between a self-signed certificate and a CA-issued certificate is that a CA-issued certificate is trusted by default, whereas a self-signed certificate requires users to click through browser warnings, making it vulnerable to Man-in-the-Middle (MitM) attacks.","**Main difference**

A **self‑signed certificate** is signed with the same private key that it contains; it has no chain of trust to a recognized Certificate Authority (CA). Because no trusted root CA signs it, browsers and operating systems treat it as untrusted unless the user explicitly accepts the warning or the certificate is manually added to a local trust store.

A **CA‑issued certificate** is signed by a trusted CA whose root certificate is pre‑installed in the client’s trust store (e.g., browsers, OS, mobile devices). The certificate forms part of a chain that ends at that trusted root, allowing automatic validation of the server’s identity without user intervention.

**Key points**

| Feature | Self‑signed | CA‑issued |
|---------|-------------|-----------|
| **Signature** | Same key pair (private key signs the cert) | Separate CA key pair signs the cert |
| **Trust chain** | None (root = cert itself) | Chain to a trusted root CA |
| **Client validation** | Requires manual acceptance or local trust store entry | Automatic, based on built‑in root store |
| **Use case** | Testing, internal/dev environments, or when no CA is available | Production HTTPS, email signing, code signing, VPN, etc. |

So, the core difference is that a CA‑issued certificate is anchored in a globally trusted root CA, enabling automatic, secure validation, whereas a self‑signed certificate lacks that anchor and must be trusted manually.",38.29,5,6,doc36.txt; doc08.txt; doc17.txt,21.61,,,,,,,,skipped (model not loaded)
15,Why is HSTS preloading considered a best practice for TLS security?,"HSTS preloading is considered a best practice for TLS security because it hardcodes HTTPS enforcement in browser distributions, eliminating the first-visit vulnerability window before the browser has seen the HSTS header.","**HSTS preloading is a best practice because it guarantees that every first‑visit connection to a site is made over HTTPS, eliminating the “first‑visit” window that can be exploited by attackers.**

| Why it matters | How preloading achieves it |
|----------------|---------------------------|
| **Prevents downgrade and MITM attacks** – An attacker could intercept the initial HTTP request, strip the HSTS header, and force the browser to fall back to an insecure connection. | The preload list is baked into the browser’s distribution. When a domain is on the list, the browser *never* attempts an HTTP connection, even on the very first visit, so an attacker cannot strip or modify the HSTS header. |
| **Removes the need for the site to serve a valid HSTS header on every response** – A mis‑configured or missing header on a single page could expose users to risk. | The browser enforces HTTPS before any HTTP request is sent, so the site’s own HSTS header is irrelevant for the first visit. |
| **Mitigates phishing and credential‑stealing sites** – Attackers often rely on HTTP to lure users into a fake site that looks like the legitimate one. | Because the browser will automatically redirect to HTTPS, the attacker cannot present an HTTP page that mimics the real site. |
| **Simplifies compliance** – Many regulatory frameworks require that all traffic be encrypted. | Preloading provides a clear, auditable mechanism that the browser will enforce, making it easier to demonstrate that the site never serves content over HTTP. |

**Practical take‑away**

1. **Add a strict HSTS header** (`Strict-Transport-Security: max-age=31536000; includeSubDomains; preload`) to all HTTPS responses.  
2. **Submit the domain to the browser preload list** (e.g., Google’s list).  
3. **Ensure no mixed‑content** and that the site is reachable over HTTPS before submission.  

By following these steps, you eliminate the vulnerable window that exists before a browser has seen an HSTS header, thereby strengthening TLS security across all user agents.",24.84,2,14,doc17.txt; doc28.txt; doc4.txt,16.12,,,,,,,,skipped (model not loaded)
16,What is Cross-Site Scripting (XSS)?,Cross-Site Scripting (XSS) is a client-side code injection attack where an attacker injects malicious scripts into otherwise trusted websites.,"**Cross‑Site Scripting (XSS)** is a client‑side code‑injection vulnerability that allows an attacker to inject malicious scripts into web pages viewed by other users. Because the browser trusts the site that served the page, it executes the injected script as if it came from a legitimate source, enabling the attacker to perform a wide range of malicious actions on behalf of the victim.

Key points:

| Aspect | Details |
|--------|---------|
| **What it is** | Injection of executable code (usually JavaScript) into a web page that is then run in the victim’s browser. |
| **How it works** | The attacker finds a place where user‑supplied data is reflected or stored without proper sanitisation, injects a payload, and the browser executes it when the page is rendered. |
| **Primary types** | • **Stored (Persistent) XSS** – the payload is saved on the server (e.g., in a database) and served to every user who views the affected page.<br>• **Reflected (Non‑Persistent) XSS** – the payload is included in a single request (often via a crafted URL) and immediately reflected back in the response.<br>• **DOM‑based XSS** – the vulnerability lies entirely in client‑side code; the payload is executed by manipulating the Document Object Model (DOM) without any server‑side interaction. |
| **Typical vectors** | Comment sections, user profiles, search boxes, error messages, or any input that is later displayed without proper encoding. |
| **Consequences** | • Session hijacking or cookie theft<br>• Credential theft or keylogging<br>• Phishing or defacement of the site<br>• Redirecting users to malicious sites<br>• Full account takeover or other privileged actions |
| **Defences** | • **Output encoding / escaping** (context‑aware, e.g., HTML, JavaScript, CSS, URL)<br>• **Content Security Policy (CSP)** headers to restrict script sources<br>• **Input validation** (whitelisting acceptable characters or patterns)<br>• **Framework‑level auto‑escaping** (React, Angular, etc.)<br>• **HTTPOnly cookies** to prevent JavaScript access to session tokens<br>• **Combination of server‑side validation and context‑aware output encoding** is the most reliable strategy per OWASP. |

In short, XSS is a vulnerability that lets attackers run arbitrary scripts in users’ browsers by exploiting how web applications handle untrusted input, leading to a wide range of security breaches.",63.63,8,8,doc2.txt; doc42.txt; doc15.txt,17.36,,,,,,,,skipped (model not loaded)
17,What is the primary difference between Stored (Persistent) XSS and Reflected (Non-Persistent) XSS?,"The primary difference between Stored (Persistent) XSS and Reflected (Non-Persistent) XSS is that Stored XSS stores the malicious script permanently on the target server, whereas Reflected XSS delivers the malicious script via a specially crafted URL.","**Primary difference**

| Feature | Stored (Persistent) XSS | Reflected (Non‑Persistent) XSS |
|---------|--------------------------|--------------------------------|
| **Where the payload lives** | Permanently saved on the target server (e.g., in a database, comment field, user profile). | Only exists in the request that triggers the response; it is reflected back by the server into the page. |
| **Impact scope** | Every user who views the affected page receives the malicious script. | Only the user who follows the specially crafted link (or submits the crafted form) receives the script. |
| **Typical vectors** | Comment sections, forums, user‑generated content that is stored and later rendered. | Search results, error messages, or any page that echoes user input back in the response. |
| **Persistence** | Persistent – the script remains until removed. | Non‑persistent – the script disappears after the single request/response cycle. |

In short, **Stored XSS embeds the attacker’s code into the application’s data store, making it available to all visitors, whereas Reflected XSS injects the code only into a single response that echoes the attacker’s input, affecting only the victim who triggers that response.**",42.42,5,9,doc2.txt; doc15.txt; doc42.txt,17.91,,,,,,,,skipped (model not loaded)
18,How does a DOM-based XSS attack work?,"A DOM-based XSS attack payload is executed by modifying the DOM environment in the victim's browser, without any server-side interaction.","**DOM‑based XSS** is a client‑side form of cross‑site scripting that happens entirely in the victim’s browser, without any server‑side reflection or storage of the malicious code.

### How it works

1. **Untrusted data reaches the browser**  
   The attacker supplies data that the web page will read from the browser’s environment—most commonly the URL query string, fragment (`#`), `document.cookie`, or `localStorage`.

2. **Client‑side script reads that data**  
   JavaScript on the page accesses the data (e.g., `var user = location.search;` or `var token = document.cookie;`).

3. **The data is inserted into the DOM without proper sanitisation**  
   The script writes the value into the page using a “dangerous” API such as:
   * `innerHTML`
   * `document.write`
   * `outerHTML`
   * `insertAdjacentHTML`
   * `eval` / `Function` (rare but possible)

4. **The browser interprets the inserted content as executable code**  
   Because the data is inserted into the DOM as raw HTML/JavaScript, the browser executes it as part of the page. The attacker’s payload runs with the same privileges as the page (e.g., can read cookies, make AJAX calls, or redirect the user).

5. **No server involvement**  
   The server never receives or stores the malicious payload; the attack is triggered solely by the client‑side script’s handling of the untrusted input.

### Typical example

```html
<!-- victim.com/page.html?name=<script>alert('XSS')</script> -->
<script>
  // Vulnerable code
  var name = new URLSearchParams(location.search).get('name');
  document.getElementById('greeting').innerHTML = 'Hello, ' + name;
</script>
<div id=""greeting""></div>
```

Visiting the URL above causes the browser to render the `<script>` tag as part of the page, executing the alert.

### Key points

| Step | What happens | Why it matters |
|------|--------------|----------------|
| 1. Input | URL fragment/query, cookie, etc. | Source of untrusted data |
| 2. Read | JavaScript reads the data | Vulnerable code path |
| 3. Insert | Data written to DOM via unsafe API | Creates executable context |
| 4. Execute | Browser runs the payload | Attacker gains control |
| 5. No server | Entirely client‑side | Harder to detect with server‑side scans |

### Defences

* **Never use unsafe DOM APIs** (`innerHTML`, `document.write`, etc.) with user‑supplied data.  
* Use **safe APIs** (`textContent`, `setAttribute`, `createTextNode`) that treat input as plain text.  
* Apply **Content Security Policy (CSP)** to restrict inline scripts and disallow `eval`.  
* Validate and sanitize all data before it reaches the DOM.  
* Keep frameworks up‑to‑date; many modern libraries automatically escape content.

---

**Bottom line:** A DOM‑based XSS attack exploits a flaw in client‑side code that takes untrusted input (often from the URL or browser storage) and injects it into the page’s DOM without sanitisation, causing the browser to execute the attacker’s script.",44.81,16,21,doc2.txt; doc42.txt; doc1.txt,5.03,,,,,,,,skipped (model not loaded)
19,What are some consequences of successful XSS attacks?,"Consequences of successful XSS attacks include session hijacking, credential theft, keylogging, phishing, and full account takeover.","Successful XSS attacks can lead to a range of damaging outcomes, including:

| Consequence | What it means |
|-------------|---------------|
| **Session hijacking** | The attacker steals the victim’s session cookie and impersonates them. |
| **Credential theft** | Malicious scripts can capture usernames, passwords, or other sensitive data entered by the user. |
| **Keylogging** | JavaScript can record keystrokes, revealing confidential information. |
| **Phishing** | The attacker can inject fake login forms or redirect users to malicious sites that look legitimate. |
| **Full account takeover** | By combining stolen credentials or session tokens, the attacker can gain complete control of the victim’s account. |
| **Redirection to malicious sites** | The victim is sent to malware‑laden or phishing pages without their knowledge. |
| **Defacement** | The attacker modifies the page’s content or layout, damaging the site’s reputation. |
| **Data exfiltration** | Scripts can read and send sensitive data (e.g., personal info, financial data) to the attacker’s server. |
| **Privilege escalation** | If the XSS occurs in an admin interface, the attacker can perform privileged actions. |

These outcomes illustrate why XSS is considered one of the most dangerous web‑application vulnerabilities.",48.31,8,10,doc2.txt; doc1.txt; doc42.txt,19.91,,,,,,,,skipped (model not loaded)
20,Why is using a combination of server-side input validation and context-aware output encoding recommended as a defence strategy against XSS?,The OWASP recommends using a combination of server-side input validation and context-aware output encoding as the most reliable defence strategy because it provides a robust protection against XSS attacks.,"**Why the OWASP‑recommended combo works**

| Step | What it does | Why it matters for XSS |
|------|--------------|------------------------|
| **Server‑side input validation** | Reject or sanitize any data that does not match an expected format (e.g., only allow alphanumeric usernames, strip `<script>` tags, enforce length limits). | It removes or neutralises the most obvious malicious payloads before they ever reach the application’s rendering logic. Because validation happens on the server, it cannot be bypassed by a user who can’t tamper with the server code. |
| **Context‑aware output encoding** | When the application must display user‑supplied data, it escapes the data according to the *output context* (HTML body, attribute, JavaScript string, CSS, URL, etc.). For example, `<` becomes `&lt;` in HTML, `""` becomes `&#34;` in JavaScript, and `&` becomes `%26` in URLs. | XSS exploits the fact that the browser interprets data in a particular context. If the data is encoded correctly for that context, the browser treats it as literal text rather than executable code. Because different contexts require different escape rules, a single “one‑size‑fits‑all” encoder would be ineffective. |

### The synergy

1. **Defense‑in‑depth** – Validation reduces the amount of potentially dangerous data that ever reaches the output stage. Even if a malicious payload slips through, the subsequent encoding step still protects the user.  
2. **Coverage of all attack vectors** – XSS can be triggered in many places: reflected in a URL, stored in a database, or injected via a DOM‑based payload. Validation catches obvious injection attempts, while encoding protects against subtle or context‑specific attacks that validation might miss.  
3. **Server‑side enforcement** – Client‑side checks can be disabled or bypassed; server‑side validation and encoding are enforced regardless of the client.  
4. **Context‑specific safety** – A single validator cannot know whether a string will later be placed inside a `<script>` tag, an `onclick` attribute, or a CSS rule. Context‑aware encoding guarantees that the data is safe in whatever place it ends up.  

### Bottom line

Using **both** server‑side input validation *and* context‑aware output encoding gives you a layered, reliable shield: validation trims the threat surface, and encoding guarantees that any data that does make it to the browser cannot be interpreted as executable code. This combination is the most robust, industry‑endorsed strategy for preventing XSS.",42.1,13,18,doc2.txt; doc1.txt; doc42.txt,13.84,,,,,,,,skipped (model not loaded)
21,What is the primary purpose of digital forensics?,"The primary purpose of digital forensics is the application of scientific methods to the identification, preservation, extraction, and documentation of digital evidence for use in legal proceedings or security investigations.","Digital forensics is primarily used to **identify, preserve, extract, and document digital evidence** so that investigators can determine what happened, when it happened, how it happened, and who was responsible—supporting both legal proceedings and internal security investigations.",77.0,1,1,doc25.txt; doc4.txt; doc23.txt,15.18,,,,,,,,skipped (model not loaded)
22,How do forensic processes preserve evidence integrity?,"Forensic processes preserve evidence integrity by working from copies (forensic images) rather than original media, and by computing and verifying cryptographic hashes (MD5, SHA-256) of all evidence items.","**Forensic processes preserve evidence integrity by following a set of technical and procedural safeguards that ensure the original data is never altered and that any changes are fully documented. The key practices are:**

| Practice | What it does | How it preserves integrity |
|----------|--------------|----------------------------|
| **Work from forensic copies (images)** | Create a bit‑for‑bit duplicate of the original media (disk, SSD, USB, memory). | The original remains untouched; all analysis is performed on the copy, preventing accidental modification. |
| **Use write‑blockers** | Hardware or software devices that block any write operations to the source media during imaging. | Guarantees that the imaging process cannot alter the source, even if the imaging tool or OS attempts a write. |
| **Compute cryptographic hashes** | Generate MD5, SHA‑1, SHA‑256 (or stronger) hashes of the source and the forensic image immediately after acquisition. | Provides a verifiable fingerprint; any later change to the data will produce a different hash, making tampering obvious. |
| **Document chain of custody** | Record who collected the evidence, when, where, how, and who accessed it thereafter. | Creates an audit trail that proves the evidence was handled in a controlled, traceable manner, essential for legal admissibility. |
| **Minimise OS activity during memory acquisition** | Use memory‑acquisition tools that avoid unnecessary system calls or page faults that could overwrite RAM contents. | Prevents the act of capturing memory from altering the very data (e.g., overwriting a key or process state) that is being collected. |
| **Use forensic‑grade tools** | Employ validated software (FTK Imager, dd, dcfldd, Volatility, etc.) that are designed for forensic soundness. | These tools are vetted for reliability and are less likely to introduce artifacts or errors during acquisition or analysis. |
| **Verify integrity after each step** | Re‑hash the forensic image after any manipulation (e.g., carving, carving of deleted files) and compare to the original hash. | Confirms that subsequent processing steps have not altered the underlying data. |
| **Maintain separate storage for evidence** | Store forensic copies on dedicated, access‑controlled media (e.g., write‑once media, encrypted vaults). | Reduces risk of accidental overwrite or corruption from other processes or users. |

**In practice, a forensic investigator will:**

1. **Acquire** the source media with a write‑blocker, creating a forensic image.
2. **Hash** the source and the image immediately; store the hash values in a secure, tamper‑evident log.
3. **Document** the acquisition in a chain‑of‑custody form, noting all personnel and timestamps.
4. **Analyze** the image using validated forensic tools, always working on the copy.
5. **Re‑hash** any derived artifacts (e.g., recovered files) and compare to the original hash to confirm no alteration.
6. **Store** all evidence and logs in a secure, access‑controlled repository, with backups that also preserve hashes.

By combining these technical controls (write‑blockers, hashing, forensic imaging) with procedural controls (chain of custody, documentation, audit trails), forensic processes maintain the integrity of digital evidence throughout the entire investigation lifecycle.",49.4,19,25,doc25.txt; doc11.txt; doc23.txt,16.57,,,,,,,,skipped (model not loaded)
23,What is the purpose of a chain of custody in digital forensics?,"The purpose of a chain of custody is to document tracking who collected evidence, when, where, how, and who had subsequent access to it, which is essential for evidence admissibility in legal proceedings.","The **chain of custody** is a formal record that documents every person who has handled a piece of digital evidence and every action taken with it. Its primary purposes are:

1. **Preserve Evidence Integrity** – By tracking who accessed the evidence, when, and how, investigators can demonstrate that the data has not been altered, corrupted, or tampered with since it was first collected.

2. **Establish Accountability** – Each hand‑off is logged, so any discrepancies or unauthorized changes can be traced back to a specific individual or event.

3. **Ensure Legal Admissibility** – Courts require a clear, unbroken chain of custody to accept digital evidence in civil or criminal proceedings. The record shows that the evidence was collected, stored, and analyzed in a forensically sound manner, satisfying standards such as the Daubert criteria in U.S. federal courts.

In short, the chain of custody guarantees that digital evidence remains reliable, traceable, and legally defensible from the moment it is seized until it is presented in court.",50.67,5,7,doc25.txt; doc11.txt; doc23.txt,20.09,,,,,,,,skipped (model not loaded)
24,What is the difference between log clearing and secure deletion in anti-forensics?,"Log clearing involves clearing Windows event logs (Event ID 1102 or 104) or deleting Unix syslog entries, whereas secure deletion involves overwriting data before deletion to prevent recovery.","**Log clearing**  
- **What it does:** Removes or truncates the contents of a log file (e.g., Windows Event Log, Unix syslog).  
- **Typical indicators:** In Windows, the event that the log was cleared is itself logged (Event ID 1102 or 104). In Unix, the absence of entries or a “log rotated” entry can signal that logs were purged.  
- **Goal for the attacker:** Hide the record of actions that produced the log entries (e.g., failed logons, file modifications).  
- **Result for investigators:** The original log data is gone, but the act of clearing is often itself a forensic artefact that can be detected.

**Secure deletion**  
- **What it does:** Overwrites the target data (files, memory, disk sectors) with random or patterned data before deleting the file pointer, making the original content unrecoverable.  
- **Typical indicators:** No direct forensic artefact of the deletion itself; the only evidence is the absence of recoverable data.  
- **Goal for the attacker:** Prevent any forensic recovery of the deleted content (e.g., malware binaries, exfiltrated files, or sensitive documents).  
- **Result for investigators:** The data is effectively gone; investigators must rely on other sources (memory, network traffic, backups) to reconstruct what was deleted.

**Key difference:**  
- **Scope:** Log clearing targets log files; secure deletion targets arbitrary files or data.  
- **Detectability:** Log clearing often leaves a trace (the “log cleared” event); secure deletion leaves no recoverable data and is harder to detect directly.  
- **Purpose:** Log clearing removes evidence of the attacker’s actions; secure deletion removes evidence of the attacker’s payload or stolen data.",42.37,10,12,doc25.txt; doc12.txt; doc11.txt,15.62,,,,,,,,skipped (model not loaded)
25,Why is it essential to engage legal counsel early in a digital forensic investigation?,"It is essential to engage legal counsel early in a digital forensic investigation because evidence collected for criminal prosecution must meet admissibility standards, and security teams must understand the boundary between corporate policy investigations and matters that may lead to criminal prosecution.","**Engaging legal counsel early in a digital‑forensic investigation is essential because:**

| Why it matters | What legal counsel helps with |
|----------------|------------------------------|
| **Admissibility of evidence** | Ensures that evidence is collected, preserved, and documented in a way that meets court standards (e.g., Daubert in U.S. federal courts). Counsel can advise on chain‑of‑custody procedures, proper use of write‑blockers, and hash verification to satisfy evidentiary rules. |
| **Scope and limits of collection** | Helps define what data can be lawfully seized, how far the investigation can reach (e.g., privacy laws, employee monitoring limits), and whether additional authorizations (search warrants, subpoenas) are needed. |
| **Risk of legal exposure** | Prevents inadvertent violations of privacy, employment, or data‑protection laws that could lead to civil liability or regulatory penalties. Counsel can advise on compliance with GDPR, HIPAA, or other relevant statutes. |
| **Coordination with law enforcement** | Determines when and how to involve external agencies, what information can be shared, and how to preserve the integrity of the evidence chain when handing it over. |
| **Corporate policy vs. criminal prosecution** | Clarifies the difference between a routine internal investigation (lower evidentiary standard) and an investigation that may lead to criminal charges (requires forensic‑grade collection). Early counsel input ensures the right level of rigor from the start. |
| **Documentation and reporting obligations** | Guides the organization on regulatory notification requirements (e.g., GDPR 72‑hour breach notice) and on how to document findings for internal or external reporting. |
| **Mitigation of future liability** | By following counsel’s guidance, the organization can reduce the risk of evidence being challenged, thereby protecting its legal position and potentially avoiding costly litigation. |

**Bottom line:** Legal counsel provides the framework that turns raw forensic data into admissible, defensible evidence while protecting the organization from privacy violations, regulatory fines, and inadvertent legal exposure. Engaging them at the outset ensures that every step of the investigation—from collection to analysis to reporting—meets the necessary legal standards.",41.74,10,14,doc25.txt; doc11.txt; doc30.txt,20.35,,,,,,,,skipped (model not loaded)
26,What is command injection?,Command injection is a vulnerability that allows an attacker to execute arbitrary operating system commands on the server running the application.,"**Command injection** is a type of injection flaw that lets an attacker run arbitrary operating‑system commands on the server that hosts a web application.  
It occurs when user‑supplied data is concatenated into a shell command string (or otherwise passed to a program that interprets it as a command) without proper sanitisation or isolation. The attacker can terminate the intended command and append, replace, or otherwise alter the command sequence using shell metacharacters such as `;`, `|`, `&&`, `||`, backticks, `$()`, or newlines.

**Typical scenario**

```python
# Vulnerable code
user_input = request.form['hostname']
subprocess.run(f""ping -c 1 {user_input}"", shell=True)
```

If `user_input` is `8.8.8.8; cat /etc/passwd`, the shell executes:

```
ping -c 1 8.8.8.8; cat /etc/passwd
```

The attacker’s payload (`cat /etc/passwd`) runs with the privileges of the web‑server process.

**Impact**

* Executes commands with the web‑server’s privileges (root or a lower‑privilege account).  
* Can read sensitive files, modify configuration, establish reverse shells, or exfiltrate data.  
* If the server runs as root, a single injection can lead to full system compromise.

**Prevention**

1. **Avoid shell invocation** – use language APIs that do not spawn a shell (e.g., `subprocess.run([...], shell=False)` in Python).  
2. **Parameterised calls** – pass arguments as a list/array rather than a single string.  
3. **Input validation** – whitelist acceptable values (e.g., hostnames matching `[a-zA-Z0-9.-]+$`).  
4. **Least privilege** – run the web application under a non‑root account.  
5. **WAFs** – can detect common patterns but should not be the sole defence.  
6. **Code reviews & testing** – ensure that any OS command usage is justified and properly validated.

Command injection is listed under OWASP’s “Injection” category (A03) and is a core element of the OWASP Top 10 web‑application security risks.",44.46,8,15,doc41.txt; doc1.txt; doc19.txt,17.63,,,,,,,,skipped (model not loaded)
